Date,Day,Training Day,Days from Game,Week Structure,Turnaround,Training Group,Training Involvement,Opposition,Week Number,Session,Focus,Data Type,Position,Name,Period Name,Total Distance (m),Work Distance (m),+5m/s Distance (m),+6m/s Distance (m),+7m/s Distance (m),Individual High Speed Distance (m),60% Total Distance (m),70% Total Distance (m),80% Total Distance (m),90% Total Distance (Set 2) (m),Accel Decel Distance (m),Accel Distance (m),Accel Decel Efforts,Accel Efforts,Acceleration Metres/Minute,High Accel Distance (m),High Intensity Efforts 1,High Intensity Efforts 2,HSR Density,IMA Total,Individual High Metabolic Distance (m),50% Total Distance (Set 2) (m),60% Total Distance (Set 2) (m),70% Speed Total Distance (Set 2) (m),80% Speed Total Distance (Set 2) (m),Acceleration Density,Acceleration Density Index,Max Vel (% Max),Maximum Velocity (m/s),Meterage Per Minute,Player Load (1D Fwd),Player Load (2D),Player Load (Slow),Player Load Per Metre,Player Load Per Minute,Total Acceleration Load,Total Duration,Average Scrum Count (Session),Average Scrum Duration,Scrum Count,High Accel Total Distance (m),High Accel Total Effort Count,High Deccel  Total Distance (m),High Deccel Total Effort Count,Mod Accel Total Distance (m),Mod Accel Total Effort Count,Position Name,Equivalent Distance (m),High Speed Total Distance (m),Jog Total Distance (m),Abs Sprint Total Distance (m),Stride Total Distance (m),Top Speed 1 Total Distance (m),Top Speed 2 Total Distance (m),Top Speed 2 Total Effort Count,Top Speed 1 Total Effort Count,Stride Total Effort Count,60% Total Effort Count (Set 2),70% Total Effort Count (Set 2),80% Total Effort Count (Set 2),90% Total Effort Count (Set 2),Tackle Count,Deceleration B2 Distance (Gen 2) (m),Deceleration B3 Distance (Gen 2) (m),Deceleration B2-3 Distance (Gen 2) (m),Acceleration B2 Distance (Gen 2) (m),Acceleration B3 Distance (Gen 2) (m),Acceleration B2-3 Distance (Gen 2) (m),Gen 2 Accel Distance (m),Max Acceleration,Max Deceleration,Deceleration B2-3 Total Efforts (Gen 2),Deceleration B2 Efforts (Gen 2),Deceleration B3 Efforts (Gen 2),Acceleration B2 Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Acceleration B2-3 Total Efforts (Gen 2),Individual High Speed/Min,Individual Sprint Metres/Min,60% Mtrs/Min,70% Mtrs/Min,High Speed Mtrs/Min
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,3332,1593,216,107,44,441,167,97,44,0,405,74,50,26,2,6,22,25,15,88,537,274,70,53,44,0,3,87,7.6,75,118,199,138,0,7,954,0,0,,0,2,0,4,2,72,26,Outhalf,3727,109,933,44,444,0,0,0,0,38,12,4,2,0,13,4,0,4,2,0,2,2,3,-4.1,10,9,1,1,0,1,10,4,4,2,5
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,3098,1638,428,199,91,453,207,97,14,0,531,123,80,42,4,22,46,34,12,100,622,246,110,83,14,0,3,89,8.8,66,133,202,129,0,7,934,0,0,,0,13,2,8,10,109,40,Back,3631,229,941,78,269,13,0,0,1,38,11,6,1,0,20,7,2,9,13,0,13,13,3.9,-6.4,11,8,3,8,0,8,10,4,4,2,9
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,3175,1664,346,133,38,487,196,70,10,0,508,110,69,35,3,21,39,31,10,104,635,290,126,60,10,0,3,86,8.1,68,135,213,138,0,7,1002,0,0,,0,14,3,7,7,95,32,Back 3,3688,214,868,36,451,2,0,0,1,42,13,6,1,0,18,5,2,7,14,0,14,14,3.8,-5.6,11,7,4,7,0,7,10,4,4,1,7
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,3420,1554,260,72,0,417,199,48,0,0,404,68,45,23,2,7,21,27,7,82,505,218,151,48,0,0,3,79,7,73,117,206,158,0,7,1103,0,0,,0,4,2,3,4,63,21,Outhalf,3853,187,952,0,342,0,0,0,0,37,14,5,0,0,12,2,1,3,4,0,4,4,3.8,-5.5,9,8,1,2,0,2,9,4,4,1,6
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Centre,Player2,period,1741,1156,421,216,57,440,230,62,42,3,464,126,62,34,10,13,39,29,12,84,600,209,169,20,39,1,3,90,8.9,112,79,121,60,0,13,579,0,1,0,1,5,0,8,8,121,34,Back,2231,206,457,18,278,40,0,0,1,22,13,2,1,0,14,7,2,9,5,0,5,5,3.2,-5.7,11,7,4,3,0,3,28,15,15,4,27
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Centre,Player3,period,1763,1260,416,195,46,492,262,92,10,0,467,145,70,39,12,47,55,47,12,74,676,230,171,82,10,1,3,82,7.7,114,81,127,50,0,14,597,0,1,0,1,36,10,10,8,109,29,Back 3,2291,221,544,46,301,0,0,0,0,23,17,7,1,0,11,10,2,11,35,1,36,36,4,-4.6,14,10,4,9,0,9,32,17,17,6,27
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Outhalf,Player4,period,1669,1095,209,107,44,359,167,97,44,0,343,73,46,25,6,5,16,19,12,78,453,192,70,53,44,1,3,87,7.6,108,67,114,59,0,12,543,0,1,0,1,2,0,4,2,71,25,Outhalf,2016,102,598,44,288,0,0,0,0,26,9,3,1,0,11,4,0,4,2,0,2,2,2.9,-4.1,9,8,1,0,0,0,23,11,11,6,13
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Centre,Player2,period,1959,1291,388,190,83,416,206,97,14,0,463,106,64,35,8,16,33,24,10,93,557,210,108,83,14,1,3,89,8.8,108,92,139,70,0,13,629,0,2,0,2,9,1,7,7,97,34,Back,2451,198,665,71,238,13,0,0,1,27,7,5,1,0,13,6,2,8,9,0,9,9,3.5,-6.4,7,4,3,4,0,4,23,11,11,5,21
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Centre,Player3,period,1983,1371,315,133,38,419,194,70,10,0,450,102,58,30,7,19,34,27,10,96,552,225,124,60,10,1,3,86,8.1,109,92,144,65,0,13,637,0,2,0,2,14,3,5,6,88,27,Back 3,2461,182,694,36,362,2,0,0,1,26,11,5,1,0,17,3,2,5,14,0,14,14,3.8,-5.6,8,4,4,6,0,6,23,11,11,4,17
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Outhalf,Player4,period,2018,1351,229,72,0,378,186,48,0,0,366,62,39,20,4,6,17,23,6,72,459,193,138,48,0,1,3,79,7,111,77,136,75,0,13,654,0,2,0,2,4,2,3,4,58,18,Outhalf,2394,156,820,0,302,0,0,0,0,28,11,5,0,0,10,2,1,3,4,0,4,4,3.8,-3.2,6,6,0,2,0,2,21,10,10,3,13
10/28/19,Monday,Non Squad,GD+1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,1427,638,49,14,0,73,34,5,0,0,138,27,9,8,1,13,10,8,14,0,102,40,29,5,0,0,3,73,6.6,55,85,117,82,0,7,385,0,0,,0,13,3,0,0,14,5,Back 3,0,35,498,0,91,0,0,0,0,13,4,1,0,0,4,0,0,0,12,0,13,13,3.4,-2.1,0,0,0,3,0,3,3,1,1,0,2
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,6151,3150,529,215,89,408,162,49,0,0,1024,287,144,91,4,56,85,37,15,262,750,247,113,49,0,0,3,80,8.5,71,280,430,276,0,8,1902,0,0,,0,47,14,9,11,240,77,Back 3,7120,314,2085,60,536,29,0,0,2,74,10,4,0,0,21,10,0,10,45,1,47,47,4,-4.6,17,15,2,16,0,16,5,2,2,1,6
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player2,period,4247,1504,245,50,14,264,56,14,1,0,599,216,90,62,3,45,43,23,13,0,518,208,42,13,1,0,3,80,7.9,59,166,251,211,0,5,1361,0,0,,0,40,12,5,5,176,50,Back,0,195,922,14,337,0,0,0,0,52,6,1,0,0,11,5,0,5,38,2,40,40,4.5,-4.4,10,8,2,13,1,14,4,1,1,0,3
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,4442,1899,263,44,0,355,110,3,0,0,653,257,122,90,4,45,47,32,12,0,643,244,108,3,0,0,3,71,6.7,63,148,243,184,0,6,1427,0,0,,0,43,13,2,4,214,77,Back 3,0,219,1255,0,380,0,0,0,0,54,15,1,0,0,7,3,0,3,43,0,43,43,3.7,-4.1,8,6,2,15,0,15,5,2,2,0,4
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,3639,1160,60,0,0,166,35,0,0,0,534,156,70,54,2,7,13,11,17,158,335,131,35,0,0,0,3,68,6,52,112,192,160,0,4,1259,0,1,0,1,6,3,0,1,149,51,Outhalf,4131,60,876,0,224,0,0,0,0,34,7,0,0,0,2,0,0,0,6,0,6,6,3.4,-4.6,1,0,1,3,0,3,2,1,1,n/a,1
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,1213,627,20,0,0,10,0,0,0,0,154,59,27,22,4,6,6,2,20,37,71,10,0,0,0,0,3,55,5.9,85,58,86,57,0,10,345,0,0,,0,6,2,0,0,53,20,Back 3,1353,20,533,0,74,0,0,0,0,12,0,0,0,0,1,0,0,0,6,0,6,6,3.4,-2.7,0,0,0,2,0,2,1,n/a,n/a,n/a,1
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,375,95,0,0,0,0,0,0,0,0,55,23,9,7,2,10,3,4,n/a,38,25,0,0,0,0,0,5,44,4.7,37,22,34,35,0,5,172,0,0,,0,10,3,0,1,13,4,Back 3,447,0,84,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,10,0,10,10,3.3,-4,1,1,0,3,0,3,n/a,n/a,n/a,n/a,n/a
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,350,169,28,6,0,17,0,0,0,0,84,34,16,10,6,9,7,3,18,13,56,17,0,0,0,0,4,59,6.2,52,16,26,19,0,6,151,0,0,,0,9,2,1,1,26,8,Back 3,441,22,110,0,31,0,0,0,0,6,0,0,0,0,2,1,0,1,9,0,9,9,3.8,-4.6,3,2,1,3,0,3,2,n/a,n/a,n/a,4
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,91,8,0,0,0,0,0,0,0,0,10,0,0,0,n/a,0,0,0,n/a,7,0,0,0,0,0,0,5,24,2.6,24,5,8,11,0,3,47,0,0,,0,0,0,0,0,0,0,Back 3,102,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,-1.2,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,189,89,0,0,0,0,0,0,0,0,27,7,6,4,3,2,1,1,n/a,7,9,0,0,0,0,0,3,45,4.8,63,8,12,8,0,7,63,0,0,,0,2,1,0,0,5,3,Back 3,213,0,78,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,3.6,-2.7,0,0,0,1,0,1,n/a,n/a,n/a,n/a,n/a
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,521,280,76,24,10,66,14,3,0,0,117,25,17,8,5,2,11,4,13,18,102,52,11,3,0,0,3,73,7.8,74,23,36,21,0,8,167,0,0,,0,0,0,2,2,25,8,Back 3,625,52,160,10,43,0,0,0,0,7,1,1,0,0,0,2,0,2,0,0,0,0,3,-3.7,2,2,0,0,0,0,9,2,2,0,11
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,402,203,39,3,0,25,0,0,0,0,68,23,9,7,4,10,9,2,17,14,51,25,0,0,0,0,3,57,6.1,66,17,26,15,0,7,108,0,0,,0,10,2,0,0,13,5,Back 3,462,36,104,0,60,0,0,0,0,6,0,0,0,0,2,0,0,0,8,1,10,10,4,-2.5,0,0,0,3,0,3,4,n/a,n/a,n/a,6
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,172,69,3,0,0,2,0,0,0,0,24,16,3,3,7,0,1,0,32,2,18,2,0,0,0,0,2,51,5.4,70,6,9,6,0,6,36,0,0,,0,0,0,0,0,16,3,Back 3,191,3,49,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.6,-1.8,0,0,0,0,0,0,1,n/a,n/a,n/a,1
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,325,134,3,0,0,0,0,0,0,0,42,18,6,6,4,1,2,0,61,9,18,0,0,0,0,0,2,49,5.2,68,13,20,15,0,7,76,0,0,,0,1,0,0,0,18,6,Back 3,353,3,86,0,44,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,2.5,-1.9,0,0,0,0,0,0,n/a,n/a,n/a,n/a,1
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,285,65,0,0,0,0,0,0,0,0,42,15,10,7,3,1,0,0,n/a,26,16,0,0,0,0,0,4,40,4.3,48,14,21,23,0,6,125,0,0,,0,1,0,0,0,14,7,Back 3,329,0,63,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,3.1,-3.4,2,2,0,1,0,1,n/a,n/a,n/a,n/a,n/a
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,432,169,57,34,11,51,27,0,0,0,53,7,1,1,1,0,7,2,13,6,58,24,27,0,0,0,2,68,7.3,58,15,24,17,0,5,101,0,0,,0,0,0,0,0,7,1,Back 3,476,23,78,11,33,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2.8,-2.3,0,0,0,0,0,0,7,4,4,n/a,8
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,250,187,30,0,0,14,0,0,0,0,60,12,5,3,8,0,3,0,10,15,28,14,0,0,0,1,3,53,5.6,147,14,21,8,0,19,77,0,0,,0,0,0,0,0,12,3,Back 3,299,30,81,0,76,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,3,-2.9,0,0,0,0,0,0,8,n/a,n/a,n/a,18
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,472,338,99,63,51,75,59,44,0,0,88,28,17,9,10,12,15,12,14,18,113,16,15,44,0,1,3,80,8.5,128,22,34,11,0,15,135,0,0,,0,9,4,4,2,19,5,Back 3,569,35,180,23,59,29,0,0,2,7,2,2,0,0,5,4,0,4,9,0,9,9,3.7,-3.9,3,3,0,2,0,2,20,16,16,12,27
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,442,278,58,28,8,47,25,0,0,0,80,9,11,1,4,2,7,5,17,26,63,22,25,0,0,1,3,67,7.2,105,20,30,13,0,12,132,0,0,,0,0,0,2,4,9,1,Back 3,525,30,177,8,42,0,0,0,0,7,1,0,0,0,2,2,0,2,0,0,0,0,2.7,-3.9,4,4,0,0,0,0,11,6,6,n/a,14
10/29/19,Tuesday,Day 1,GD+2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,633,441,116,57,9,102,37,2,0,0,119,10,7,3,4,2,13,6,10,26,123,66,34,2,0,1,3,70,7.5,119,28,44,16,0,14,167,0,0,,0,1,0,1,1,9,3,Back 3,735,58,293,9,33,0,0,0,0,6,4,1,0,0,2,0,0,1,1,0,1,1,3.2,-4.5,2,1,1,1,0,1,19,7,7,0,22
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,6085,3254,1112,655,343,973,519,233,24,0,1118,295,154,80,6,77,134,73,12,164,1374,454,286,209,24,0,3,87,9.2,91,277,421,223,0,10,1654,0,0,,0,56,12,21,21,238,68,Back 3,7196,457,1611,253,531,87,4,1,9,76,29,16,2,0,25,20,2,22,54,2,56,56,4.1,-5.6,25,18,7,17,1,18,15,8,8,3,17
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player2,period,3813,1923,533,246,87,571,265,103,12,0,653,156,68,36,4,42,65,41,11,0,780,306,162,91,12,0,3,82,8.1,70,146,220,128,0,6,1110,0,0,,0,27,5,15,11,129,31,Back,0,288,978,78,411,9,0,0,1,53,19,9,2,0,9,12,3,15,27,0,27,27,4.4,-5.5,20,15,5,9,1,10,11,5,5,2,10
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,5406,2866,734,259,49,881,420,107,22,0,876,193,103,51,4,17,72,37,10,0,1139,461,313,86,22,0,3,86,8.1,77,184,298,162,0,7,1577,0,0,,0,8,1,9,7,185,50,Back 3,0,475,1583,47,549,2,0,0,1,71,26,8,2,0,9,9,0,9,8,0,8,8,3.5,-4.2,17,16,1,9,0,9,13,6,6,2,10
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,4062,2056,125,26,0,282,75,14,0,0,582,128,73,45,2,11,20,14,13,79,430,207,61,14,0,0,3,73,6.4,67,125,208,118,0,6,1251,0,0,,0,10,3,1,4,119,42,Outhalf,4592,99,1544,0,386,0,0,0,0,52,7,3,0,0,4,1,0,2,10,0,10,10,3.3,-5.5,6,5,1,3,0,3,5,1,1,0,2
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,464,189,25,0,0,31,10,0,0,0,46,12,3,3,2,1,2,1,8,0,43,21,10,0,0,0,3,64,6,75,19,29,24,0,8,131,0,0,,0,1,0,0,0,12,3,Back 3,0,25,141,0,23,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,1,3.2,-2.3,0,0,0,1,0,1,5,2,2,n/a,4
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,1674,893,253,108,27,202,76,14,0,0,274,77,36,24,5,20,31,14,11,32,290,126,62,14,0,0,2,78,8.3,92,74,111,57,0,9,417,0,0,,0,17,3,3,3,60,21,Back 3,1923,145,453,23,187,4,0,0,1,24,7,1,0,0,2,3,0,3,17,0,17,17,3.9,-5.2,4,3,1,7,0,7,11,4,4,1,14
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,1060,563,103,31,0,115,35,0,0,0,163,44,15,11,3,7,14,7,11,0,166,80,35,0,0,0,3,69,6.8,58,45,66,39,0,6,317,0,0,,0,6,2,0,1,38,9,Back,0,72,305,0,155,0,0,0,0,17,4,0,0,0,0,1,0,1,6,0,6,6,3.5,-3.5,1,1,0,3,0,3,6,2,2,n/a,6
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,1214,590,28,12,0,62,25,7,0,0,146,32,15,12,2,2,5,5,12,11,95,36,18,7,0,0,3,73,6.4,67,35,57,30,0,5,307,0,0,,0,2,1,0,0,30,11,Outhalf,1330,16,459,0,103,0,0,0,0,15,2,2,0,0,0,0,0,0,2,0,2,2,3.1,-2.6,0,0,0,1,0,1,3,1,1,0,2
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,553,231,70,11,0,83,34,0,0,0,81,17,6,5,2,0,6,3,8,0,101,50,34,0,0,0,3,70,6.6,52,16,26,18,0,4,152,0,0,,0,0,0,0,0,17,5,Back 3,0,60,111,0,50,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,2.4,-2.7,0,0,0,0,0,0,8,3,3,n/a,7
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,267,97,25,10,0,31,15,0,0,0,32,7,5,2,2,0,3,1,13,0,41,16,15,0,0,0,3,69,6.5,54,7,11,9,0,4,75,0,0,,0,0,0,0,0,7,2,Back 3,0,15,47,0,25,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,2.5,-3,0,0,0,0,0,0,6,3,3,n/a,5
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,463,204,94,69,31,88,53,11,0,0,93,47,23,14,8,18,17,13,20,8,146,35,43,11,0,0,3,73,7.7,63,20,30,19,0,6,145,0,0,,0,16,5,2,2,30,9,Back 3,568,25,90,31,20,0,0,0,0,6,4,2,0,0,0,2,0,2,15,1,16,16,4,-4.1,3,2,1,5,0,5,12,7,7,1,13
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,253,44,20,12,9,21,12,9,2,0,36,15,6,2,3,10,5,6,28,0,41,8,3,7,2,0,3,81,8,34,7,11,12,0,2,84,0,0,,0,7,1,3,2,7,1,Back,0,7,18,8,6,1,0,0,0,2,1,1,1,0,0,2,0,3,7,0,7,7,4.4,-3.9,2,2,0,0,1,1,3,2,2,1,3
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,357,114,32,14,8,37,17,11,5,0,72,33,12,6,6,3,6,3,22,0,79,21,6,6,5,0,4,82,7.7,49,10,17,14,0,4,127,0,0,,0,1,0,2,0,32,6,Back 3,0,18,61,8,21,0,0,0,0,6,1,1,1,0,0,2,0,2,1,0,1,1,3.2,-3.5,2,2,0,1,0,1,5,2,2,1,4
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,241,65,5,0,0,13,0,0,0,0,43,17,10,7,2,1,1,1,20,8,31,13,0,0,0,0,5,61,5.4,33,7,12,11,0,2,109,0,0,,0,1,0,0,1,16,7,Outhalf,285,5,48,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2.9,-3.3,1,1,0,0,0,0,2,0,0,n/a,1
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,667,342,190,151,110,176,139,85,11,0,173,49,19,8,11,21,27,19,18,18,253,37,54,73,11,0,2,87,9.2,98,28,43,21,0,9,163,0,0,,0,17,3,3,2,31,5,Back 3,823,39,119,74,34,33,4,1,4,8,6,6,1,0,3,4,0,4,17,0,17,17,3.9,-3.8,2,2,0,3,0,3,26,20,20,12,28
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,550,200,85,51,27,86,54,30,4,0,102,23,8,5,5,7,13,10,12,0,119,32,24,26,4,0,3,81,8,81,17,26,17,0,6,138,0,0,,0,4,1,3,1,19,4,Back,0,34,86,24,29,3,0,0,1,5,4,3,1,0,1,1,2,3,4,0,4,4,3.6,-5.5,3,2,1,1,0,1,13,8,8,4,12
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,400,155,38,1,0,45,17,0,0,0,51,11,6,5,2,0,2,1,5,0,58,28,17,0,0,0,3,64,6,59,12,19,14,0,5,122,0,0,,0,0,0,0,0,11,5,Back 3,0,38,93,0,24,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2.5,-2.9,0,0,0,0,0,0,7,3,3,n/a,6
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,296,98,22,4,0,50,8,0,0,0,73,33,15,9,6,8,7,4,22,8,88,42,8,0,0,0,4,70,6.2,44,8,15,12,0,3,130,0,0,,0,7,2,1,1,26,7,Outhalf,370,18,38,0,38,0,0,0,0,7,1,0,0,0,0,1,0,1,7,0,7,7,3.3,-3.6,1,1,0,2,0,2,7,1,1,n/a,3
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,352,205,54,19,7,38,15,0,0,0,54,9,2,1,4,0,6,1,11,7,50,23,15,0,0,1,3,68,7.2,109,17,25,14,0,13,99,0,0,,0,0,0,0,0,9,1,Back 3,407,36,100,7,51,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2.8,-2.7,0,0,0,0,0,0,12,5,5,n/a,17
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,442,336,147,99,33,158,116,57,17,0,78,17,4,3,7,1,12,7,8,0,180,42,59,41,17,1,2,86,8.1,138,17,27,7,0,14,98,0,0,,0,1,0,0,0,16,3,Back 3,0,47,152,31,37,2,0,0,1,4,3,3,1,0,0,0,0,0,1,0,1,1,2.9,-3.3,1,1,0,0,0,0,49,36,36,18,46
10/30/19,Wednesday,Day 2,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,266,133,3,0,0,11,0,0,0,0,35,4,2,1,2,0,1,0,33,6,15,11,0,0,0,0,3,60,5.3,83,9,14,8,0,7,85,0,0,,0,0,0,0,0,4,1,Outhalf,300,3,114,0,15,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2.5,-3.4,1,1,0,0,0,0,3,n/a,n/a,n/a,1
